full_id,name,full_id_2,name_2
w4832869,Avenida Manco Cápac,w319788723,Avenida Manco Cápac
w4832869,Avenida Manco Cápac,w1146112613,Avenida Manco Cápac
w4832869,Avenida Manco Cápac,w1021325941,Avenida Almirante Miguel Grau
w4832869,Avenida Manco Cápac,w319662804,Avenida Almirante Miguel Grau
w24295160,Avenida Mexico,w317310787,Avenida Mexico
w24295160,Avenida Mexico,w338241851,Vía Expresa Luis Fernán Bedoya Reyes
w24305428,Avenida Mexico,w319647128,Avenida Mexico
w24305428,Avenida Mexico,w397491214,Avenida Mexico
w28796818,Avenida Aviación,w316901497,Avenida Aviación
w28796818,Avenida Aviación,w1146813185,Avenida Aviación
w28796818,Avenida Aviación,w90289133,Calle Juan Jose Mostajo
w28796818,Avenida Aviación,w314787100,Óvalo de Arriola
w28796818,Avenida Aviación,w90289138,Calle Los Alisos
w28797435,Avenida Circunvalación,w335056403,Avenida Circunvalación
w28797435,Avenida Circunvalación,w319664464,Avenida Nicolás de Ayllón
w28797435,Avenida Circunvalación,w320464643,Avenida Nicolás de Ayllón
w28797435,Avenida Circunvalación,w671786201,Avenida Circunvalación
w28797591,Avenida Manco Cápac,w35556738,Jirón Juan Francisco Rivas
w28797591,Avenida Manco Cápac,w324587998,Avenida Mexico
w28797591,Avenida Manco Cápac,w35556857,Londres
w28797591,Avenida Manco Cápac,w338239945,Avenida Mexico
w28797591,Avenida Manco Cápac,w338242027,Avenida Manco Cápac
w28798380,Avenida Nicolás Arriola,w261105735,Avenida Nicolás Arriola
w28798380,Avenida Nicolás Arriola,w436615515,Avenida Javier Prado Este
w28798397,Avenida Nicolás Arriola,w35139482,Avenida de Las Américas
w28798397,Avenida Nicolás Arriola,w893125823,Avenida Canadá
w28798397,Avenida Nicolás Arriola,w35116500,Calle Bateria Maipu
w28798397,Avenida Nicolás Arriola,w427826838,Bateria Independencia
w28798397,Avenida Nicolás Arriola,w1152014833,Avenida Nicolás Arriola
w28798397,Avenida Nicolás Arriola,w314787100,Óvalo de Arriola
w34188453,Avenida José Galvez Barrenechea,w314735731,Avenida José Galvez Barrenechea
w34188453,Avenida José Galvez Barrenechea,w621598331,Avenida Javier Prado Este
w34188453,Avenida José Galvez Barrenechea,w1025935729,Avenida Javier Prado Este
w34188463,Avenida José Galvez Barrenechea,w1008734401,Avenida José Galvez Barrenechea
w34188463,Avenida José Galvez Barrenechea,w399535217,Avenida José Galvez Barrenechea
w34188463,Avenida José Galvez Barrenechea,w260864593,Avenida Javier Prado Este
w34188651,Avenida Del Aire,w316901497,Avenida Aviación
w34188651,Avenida Del Aire,w1148982874,Avenida Guardia Civil
w34188651,Avenida Del Aire,w316943981,Avenida Aviación
w34861540,Calle Brillantes,w34861555,Los Zafiros
w34861540,Calle Brillantes,w1152220667,Calle Brillantes
w34861540,Calle Brillantes,w427900449,Las Turquesas
w34861540,Calle Brillantes,w34861553,Calle Las Ágatas
w34861542,Avenida de Las Américas,w34861544,Esmeraldas
w34861542,Avenida de Las Américas,w621806877,Jirón Los Diamantes
w34861542,Avenida de Las Américas,w319650840,Parque Union Panamericana
w34861542,Avenida de Las Américas,w1152220667,Calle Brillantes
w34861542,Avenida de Las Américas,w338241848,Avenida Paseo de la República
w34861543,Calle Los Opalos,w338241848,Avenida Paseo de la República
w34861543,Calle Los Opalos,w427828149,Calle Brillantes
w34861544,Esmeraldas,w291070374,Esmeraldas
w34861544,Esmeraldas,w291070373,Jirón Topacios
w34861544,Esmeraldas,w293235799,Avenida de Las Américas
w34861544,Esmeraldas,w427900449,Las Turquesas
w34861544,Esmeraldas,w34861561,Los Rubies
w34861544,Esmeraldas,w35101890,Las Amatistas
w34861544,Esmeraldas,w34861555,Los Zafiros
w34861544,Esmeraldas,w153125109,Jirón Topacios
w34861544,Esmeraldas,w34861556,Las Turquesas
w34861544,Esmeraldas,w338239943,Avenida Mexico
w34861544,Esmeraldas,w34861542,Avenida de Las Américas
w34861550,Avenida Palermo,w340053059,Avenida Canadá
w34861550,Avenida Palermo,w340053063,Avenida Palermo
w34861550,Avenida Palermo,w1148993516,Esmeraldas
w34861550,Avenida Palermo,w319650840,Parque Union Panamericana
w34861550,Avenida Palermo,w621806877,Jirón Los Diamantes
w34861550,Avenida Palermo,w416503210,
w34861550,Avenida Palermo,w338241849,Avenida Canadá
w34861551,Avenida Palermo,w291070374,Esmeraldas
w34861551,Avenida Palermo,w340053059,Avenida Canadá
w34861551,Avenida Palermo,w1148993516,Esmeraldas
w34861551,Avenida Palermo,w475657965,Avenida Palermo
w34861551,Avenida Palermo,w319650840,Parque Union Panamericana
w34861551,Avenida Palermo,w621806877,Jirón Los Diamantes
w34861552,Espinoza,w340053059,Avenida Canadá
w34861552,Espinoza,w427823641,Espinoza
w34861552,Espinoza,w34861553,Calle Las Ágatas
w34861553,Calle Las Ágatas,w34861554,Los Brillantes
w34861553,Calle Las Ágatas,w35101887,Avenida Paseo de la República
w34861553,Calle Las Ágatas,w338241848,Avenida Paseo de la República
w34861553,Calle Las Ágatas,w34861540,Calle Brillantes
w34861553,Calle Las Ágatas,w427823641,Espinoza
w34861553,Calle Las Ágatas,w34861552,Espinoza
w34861554,Los Brillantes,w340053059,Avenida Canadá
w34861554,Los Brillantes,w279881624,Los Brillantes
w34861554,Los Brillantes,w34861553,Calle Las Ágatas
w34861555,Los Zafiros,w291070374,Esmeraldas
w34861555,Los Zafiros,w34861540,Calle Brillantes
w34861555,Los Zafiros,w34861544,Esmeraldas
w34861556,Las Turquesas,w427900449,Las Turquesas
w34861556,Las Turquesas,w621806877,Jirón Los Diamantes
w34861556,Las Turquesas,w34861544,Esmeraldas
w34861557,,w291070374,Esmeraldas
w34861557,,w427821718,Parque Coronel Luna y Peralta
w34861557,,w427823641,Espinoza
w34861561,Los Rubies,w282068510,Pasaje Los Jacintos
w34861561,Los Rubies,w427828149,Calle Brillantes
w34861561,Los Rubies,w34861544,Esmeraldas
w34861561,Los Rubies,w134920923,Jirón Los Corales
w34861561,Los Rubies,w416503202,
w34861562,Jirón Topacios,w1148997038,Jirón Topacios
w34861562,Jirón Topacios,w134920923,Jirón Los Corales
w34861562,Jirón Topacios,w291070371,Jirón Topacios
w35101887,Avenida Paseo de la República,w340053059,Avenida Canadá
w35101887,Avenida Paseo de la República,w338241848,Avenida Paseo de la República
w35101887,Avenida Paseo de la República,w39441402,Avenida Canadá
w35101887,Avenida Paseo de la República,w34861553,Calle Las Ágatas
w35101887,Avenida Paseo de la República,w1146779084,Avenida Paseo de la República
w35101888,Jirón Topacios,w291070373,Jirón Topacios
w35101888,Jirón Topacios,w153125109,Jirón Topacios
w35101888,Jirón Topacios,w35101889,Calle Los Topacios
w35101889,Calle Los Topacios,w35101888,Jirón Topacios
w35101889,Calle Los Topacios,w338241848,Avenida Paseo de la República
w35101889,Calle Los Topacios,w427828149,Calle Brillantes
w35101890,Las Amatistas,w282068510,Pasaje Los Jacintos
w35101890,Las Amatistas,w1093961732,Las Amatistas
w35101890,Las Amatistas,w427828149,Calle Brillantes
w35101890,Las Amatistas,w416503201,
w35101890,Las Amatistas,w34861544,Esmeraldas
w35101892,Los Jaspes,w282068511,Avenida Mexico
w35101892,Los Jaspes,w1093961732,Las Amatistas
w35101892,Los Jaspes,w314360440,Avenida Mexico
w35101892,Los Jaspes,w571370500,Pasaje los Jaspes
w35101892,Los Jaspes,w129897451,Prolongación Andahuaylas
w35101892,Los Jaspes,w134920923,Jirón Los Corales
w35102258,Jirón Alberto Barton,w654051916,Jirón Alberto Barton
w35102258,Jirón Alberto Barton,w408466951,Calle Raul Rebagliatti
w35102258,Jirón Alberto Barton,w35102269,Eduardo Bello
w35102258,Jirón Alberto Barton,w35102268,Jirón Oswaldo Hercelles
w35102258,Jirón Alberto Barton,w35102272,Manuel Mendez
w35102258,Jirón Alberto Barton,w684287670,Enrique León Garcia
w35102258,Jirón Alberto Barton,w35106638,Calle Raul Rebagliatti
w35102260,Calle Jose Bazzochi,w654051916,Jirón Alberto Barton
w35102260,Calle Jose Bazzochi,w119996447,Enrique León Garcia
w35102260,Calle Jose Bazzochi,w35102261,Calle Constantino Carvallo
w35102261,Calle Constantino Carvallo,w35102260,Calle Jose Bazzochi
w35102261,Calle Constantino Carvallo,w39441400,Avenida Canadá
w35102262,Calle Max Gonzales Olaechea,w35102264,Calle Constantino Carvallo
w35102262,Calle Max Gonzales Olaechea,w654051916,Jirón Alberto Barton
w35102262,Calle Max Gonzales Olaechea,w119996447,Enrique León Garcia
w35102263,Calle Ricardo Flores,w35102264,Calle Constantino Carvallo
w35102263,Calle Ricardo Flores,w331464150,Avenida Paseo de la República
w35102263,Calle Ricardo Flores,w654051916,Jirón Alberto Barton
w35102263,Calle Ricardo Flores,w119996447,Enrique León Garcia
w35102264,Calle Constantino Carvallo,w35102263,Calle Ricardo Flores
w35102264,Calle Constantino Carvallo,w35102262,Calle Max Gonzales Olaechea
w35102264,Calle Constantino Carvallo,w35102265,Calle Julian Arce
w35102265,Calle Julian Arce,w35102264,Calle Constantino Carvallo
w35102265,Calle Julian Arce,w35102267,Julio Faldini
w35102265,Calle Julian Arce,w654051916,Jirón Alberto Barton
w35102265,Calle Julian Arce,w326170875,Avenida Esteban Campodónico
w35102265,Calle Julian Arce,w119996447,Enrique León Garcia
w35102266,Calle Francisco Almenara,w35102267,Julio Faldini
w35102266,Calle Francisco Almenara,w684287669,Enrique León Garcia
w35102266,Calle Francisco Almenara,w654051916,Jirón Alberto Barton
w35102266,Calle Francisco Almenara,w326170875,Avenida Esteban Campodónico
w35102266,Calle Francisco Almenara,w408466998,Pasaje Ezequiel Muñoz
w35102266,Calle Francisco Almenara,w949987056,Pasaje Pedro Davalos
w35102266,Calle Francisco Almenara,w408468112,Avenida Esteban Campodónico
w35102266,Calle Francisco Almenara,w119996447,Enrique León Garcia
w35102267,Julio Faldini,w35102265,Calle Julian Arce
w35102267,Julio Faldini,w35102266,Calle Francisco Almenara
w35102268,Jirón Oswaldo Hercelles,w331464150,Avenida Paseo de la República
w35102268,Jirón Oswaldo Hercelles,w684287669,Enrique León Garcia
w35102268,Jirón Oswaldo Hercelles,w654051916,Jirón Alberto Barton
w35102268,Jirón Oswaldo Hercelles,w408466998,Pasaje Ezequiel Muñoz
w35102268,Jirón Oswaldo Hercelles,w35102258,Jirón Alberto Barton
w35102268,Jirón Oswaldo Hercelles,w949987056,Pasaje Pedro Davalos
w35102269,Eduardo Bello,w684287669,Enrique León Garcia
w35102269,Eduardo Bello,w35102258,Jirón Alberto Barton
w35102271,Caravedo,w684287669,Enrique León Garcia
w35102271,Caravedo,w326170875,Avenida Esteban Campodónico
w35102271,Caravedo,w1152282663,Caravedo
w35102271,Caravedo,w684287670,Enrique León Garcia
w35102272,Manuel Mendez,w408467957,Calle Carlos Villarán
w35102272,Manuel Mendez,w684287670,Enrique León Garcia
w35102272,Manuel Mendez,w35102258,Jirón Alberto Barton
w35106615,Avenida Esteban Campodónico,w1152282663,Caravedo
w35106615,Avenida Esteban Campodónico,w35106639,Calle Carlos Villarán
w35106615,Avenida Esteban Campodónico,w408468112,Avenida Esteban Campodónico
w35106615,Avenida Esteban Campodónico,w1152282665,Calle Pascual Saco Oliveros
w35106615,Avenida Esteban Campodónico,w39683255,Calle Carlos Villarán
w35106617,Avenida San Eugenio,w461615101,Avenida Nicolás Arriola
w35106617,Avenida San Eugenio,w461591357,Avenida Santa Catalina
w35106617,Avenida San Eugenio,w1129142903,Avenida José Galvez Barrenechea
w35106617,Avenida San Eugenio,w1152282670,Manuel Arrisueño
w35106617,Avenida San Eugenio,w35116338,Avenida Nicolás Arriola
w35106617,Avenida San Eugenio,w314735740,Avenida Nicolás Arriola
w35106617,Avenida San Eugenio,w35116347,Avenida Nicolás Arriola
w35106617,Avenida San Eugenio,w408468112,Avenida Esteban Campodónico
w35106617,Avenida San Eugenio,w1092690547,Calle Juan Voto Bernales
w35106617,Avenida San Eugenio,w1152276728,Calle Pedro Bertonelli
w35106617,Avenida San Eugenio,w326170839,Avenida Esteban Campodónico
w35106617,Avenida San Eugenio,w35106621,Avenida Santa Catalina
w35106617,Avenida San Eugenio,w326170875,Avenida Esteban Campodónico
w35106617,Avenida San Eugenio,w1152276723,Calle Miguel Checa
w35106618,Avenida San Eugenio,w320597248,Avenida José Galvez Barrenechea
w35106618,Avenida San Eugenio,w461591357,Avenida Santa Catalina
w35106618,Avenida San Eugenio,w1096062083,Roncal
w35106618,Avenida San Eugenio,w1096062086,Sumaran
w35106618,Avenida San Eugenio,w35116338,Avenida Nicolás Arriola
w35106618,Avenida San Eugenio,w314735740,Avenida Nicolás Arriola
w35106618,Avenida San Eugenio,w408468112,Avenida Esteban Campodónico
w35106618,Avenida San Eugenio,w338241808,Avenida San Eugenio
w35106618,Avenida San Eugenio,w1092690547,Calle Juan Voto Bernales
w35106618,Avenida San Eugenio,w338241822,Avenida Esteban Campodónico
w35106618,Avenida San Eugenio,w1152276728,Calle Pedro Bertonelli
w35106618,Avenida San Eugenio,w1152014837,Avenida Nicolás Arriola
w35106618,Avenida San Eugenio,w35106621,Avenida Santa Catalina
w35106618,Avenida San Eugenio,w1152276723,Calle Miguel Checa
w35106619,Calle Miguel Checa,w1152276724,Calle Miguel Checa
w35106619,Calle Miguel Checa,w35106632,
w35106619,Calle Miguel Checa,w408468111,Calle Pascual Saco Oliveros
w35106619,Calle Miguel Checa,w35106621,Avenida Santa Catalina
w35106621,Avenida Santa Catalina,w1152293230,Calle Raimundo Carcamo
w35106621,Avenida Santa Catalina,w1152293232,Calle Luis Espejo
w35106621,Avenida Santa Catalina,w1096062084,Jirón Jose de Rivadeneyra
w35106621,Avenida Santa Catalina,w1152282668,Calle Pascual Saco Oliveros
w35106621,Avenida Santa Catalina,w893125822,Avenida Canadá
w35106621,Avenida Santa Catalina,w901070500,Avenida Canadá
w35106621,Avenida Santa Catalina,w1152293229,Calle Mariano Pacheco
w35106621,Avenida Santa Catalina,w408468111,Calle Pascual Saco Oliveros
w35106621,Avenida Santa Catalina,w35106617,Avenida San Eugenio
w35106621,Avenida Santa Catalina,w35106619,Calle Miguel Checa
w35106621,Avenida Santa Catalina,w35106618,Avenida San Eugenio
w35106621,Avenida Santa Catalina,w461591354,Avenida Canadá
w35106621,Avenida Santa Catalina,w461591356,Avenida Canadá
w35106621,Avenida Santa Catalina,w461591355,Avenida Santa Catalina
w35106621,Avenida Santa Catalina,w1152276727,Calle Manuel Vildoso
w35106621,Avenida Santa Catalina,w654031202,Avenida Santa Catalina
w35106622,Avenida Santa Catalina,w35116491,Calle General Antonio de la Guerra
w35106622,Avenida Santa Catalina,w461591354,Avenida Canadá
w35106622,Avenida Santa Catalina,w901070501,Avenida Santa Catalina
w35106622,Avenida Santa Catalina,w621806887,Calle Bateria Maipu
w35106624,Manuel Arrisueño,w35106625,Jirón Antonion de Zela
w35106624,Manuel Arrisueño,w548198884,Calle Pascual Saco Oliveros
w35106624,Manuel Arrisueño,w408468195,Manuel Arrisueño
w35106624,Manuel Arrisueño,w408468194,Calle Remigio García
w35106624,Manuel Arrisueño,w1152282667,Manuel Arrisueño
w35106624,Manuel Arrisueño,w1152282669,Calle Remigio García
w35106625,Jirón Antonion de Zela,w1092690773,Calle Juan Voto Bernales
w35106625,Jirón Antonion de Zela,w35106624,Manuel Arrisueño
w35106625,Jirón Antonion de Zela,w1096063292,Jirón Antonion de Zela
w35106626,Calle Remigio García,w461591357,Avenida Santa Catalina
w35106626,Calle Remigio García,w1152282669,Calle Remigio García
w35106628,Calle Carmelino,w548198884,Calle Pascual Saco Oliveros
w35106628,Calle Carmelino,w1152282666,Calle Carmelino
w35106629,Calle Manuel Vildoso,w35106630,Calle Pedro Bertonelli
w35106629,Calle Manuel Vildoso,w1152276727,Calle Manuel Vildoso
w35106629,Calle Manuel Vildoso,w35106631,Valderrama
w35106629,Calle Manuel Vildoso,w426895793,Calle Miguel Checa
w35106630,Calle Pedro Bertonelli,w35106629,Calle Manuel Vildoso
w35106630,Calle Pedro Bertonelli,w1152276725,Calle Pedro Bertonelli
w35106630,Calle Pedro Bertonelli,w1152276728,Calle Pedro Bertonelli
w35106631,Valderrama,w35106629,Calle Manuel Vildoso
w35106631,Valderrama,w1152276726,Valderrama
w35106632,,w408467959,Calle Carlos Villarán
w35106632,,w35106619,Calle Miguel Checa
w35106632,,w39683255,Calle Carlos Villarán
w35106636,De la Puente,w331464150,Avenida Paseo de la República
w35106636,De la Puente,w654051916,Jirón Alberto Barton
w35106637,Calle Odriozola,w331464150,Avenida Paseo de la República
w35106637,Calle Odriozola,w654051916,Jirón Alberto Barton
w35106638,Calle Raul Rebagliatti,w156136702,Avenida Paseo de la República
w35106638,Calle Raul Rebagliatti,w35102258,Jirón Alberto Barton
w35106639,Calle Carlos Villarán,w35116348,Calle Solidaridad
w35106639,Calle Carlos Villarán,w35116349,Calle Solidaridad
w35106639,Calle Carlos Villarán,w654031202,Avenida Santa Catalina
w35106639,Calle Carlos Villarán,w326170875,Avenida Esteban Campodónico
w35106639,Calle Carlos Villarán,w408467957,Calle Carlos Villarán
w35106639,Calle Carlos Villarán,w408467960,Avenida Santa Catalina
w35106639,Calle Carlos Villarán,w408467959,Calle Carlos Villarán
w35106639,Calle Carlos Villarán,w35106615,Avenida Esteban Campodónico
w35106639,Calle Carlos Villarán,w39683255,Calle Carlos Villarán
w35116252,Parque Coronel Luna y Peralta,w427821718,Parque Coronel Luna y Peralta
w35116252,Parque Coronel Luna y Peralta,w427821716,Parque Coronel Luna y Peralta
w35116254,Calle Juan Voto Bernales,w621806899,Calle Luis Espejo
w35116254,Calle Juan Voto Bernales,w1152224059,Calle Juan Voto Bernales
w35116254,Calle Juan Voto Bernales,w35116257,Jirón Jose de Rivadeneyra
w35116254,Calle Juan Voto Bernales,w1152224060,Calle Mariano Pacheco
w35116254,Calle Juan Voto Bernales,w35116260,Calle Raimundo Carcamo
w35116254,Calle Juan Voto Bernales,w111895252,Calle Mariano Pacheco
w35116254,Calle Juan Voto Bernales,w1092690546,Calle Juan Voto Bernales
w35116257,Jirón Jose de Rivadeneyra,w35116258,Sumaran
w35116257,Jirón Jose de Rivadeneyra,w35116262,Calle José Choquehuanca
w35116257,Jirón Jose de Rivadeneyra,w1096062085,Jirón Jose de Rivadeneyra
w35116257,Jirón Jose de Rivadeneyra,w35116254,Calle Juan Voto Bernales
w35116257,Jirón Jose de Rivadeneyra,w1092690546,Calle Juan Voto Bernales
w35116258,Sumaran,w35116257,Jirón Jose de Rivadeneyra
w35116258,Sumaran,w1096062086,Sumaran
w35116260,Calle Raimundo Carcamo,w35116262,Calle José Choquehuanca
w35116260,Calle Raimundo Carcamo,w35116264,Ismodes
w35116260,Calle Raimundo Carcamo,w35116254,Calle Juan Voto Bernales
w35116262,Calle José Choquehuanca,w621806899,Calle Luis Espejo
w35116262,Calle José Choquehuanca,w35116257,Jirón Jose de Rivadeneyra
w35116262,Calle José Choquehuanca,w35116260,Calle Raimundo Carcamo
w35116262,Calle José Choquehuanca,w111895252,Calle Mariano Pacheco
w35116264,Ismodes,w35116260,Calle Raimundo Carcamo
w35116264,Ismodes,w111895252,Calle Mariano Pacheco
w35116266,Astete,w336833699,Avenida Canadá
w35116266,Astete,w1092690771,Astete
w35116267,General Ayala,w1152224058,General Ayala
w35116267,General Ayala,w408468122,Avenida Canadá
w35116338,Avenida Nicolás Arriola,w35106617,Avenida San Eugenio
w35116338,Avenida Nicolás Arriola,w35106618,Avenida San Eugenio
w35116338,Avenida Nicolás Arriola,w1152293227,Calle Luis Espejo
w35116338,Avenida Nicolás Arriola,w1093976510,Jirón Jose de Rivadeneyra
w35116338,Avenida Nicolás Arriola,w461591356,Avenida Canadá
w35116338,Avenida Nicolás Arriola,w35116347,Avenida Nicolás Arriola
w35116338,Avenida Nicolás Arriola,w1152014832,Avenida Nicolás Arriola
w35116338,Avenida Nicolás Arriola,w1152014835,Avenida Canadá
w35116339,Jirón Jose de Rivadeneyra,w1096062084,Jirón Jose de Rivadeneyra
w35116339,Jirón Jose de Rivadeneyra,w1152293231,Jirón Jose de Rivadeneyra
w35116339,Jirón Jose de Rivadeneyra,w35116340,Roncal
w35116339,Jirón Jose de Rivadeneyra,w35116342,Patricio Ariarte
w35116340,Roncal,w1096062083,Roncal
w35116340,Roncal,w35116339,Jirón Jose de Rivadeneyra
w35116341,Calle Luis Espejo,w1152293227,Calle Luis Espejo
w35116341,Calle Luis Espejo,w1152293232,Calle Luis Espejo
w35116341,Calle Luis Espejo,w35116342,Patricio Ariarte
w35116341,Calle Luis Espejo,w35116346,Trujillo
w35116342,Patricio Ariarte,w1152293231,Jirón Jose de Rivadeneyra
w35116342,Patricio Ariarte,w35116339,Jirón Jose de Rivadeneyra
w35116342,Patricio Ariarte,w35116341,Calle Luis Espejo
w35116342,Patricio Ariarte,w35116344,Calle Raimundo Carcamo
w35116342,Patricio Ariarte,w35116343,Calle Mariano Pacheco
w35116343,Calle Mariano Pacheco,w35116345,Manzanares
w35116343,Calle Mariano Pacheco,w1152293229,Calle Mariano Pacheco
w35116343,Calle Mariano Pacheco,w35116342,Patricio Ariarte
w35116344,Calle Raimundo Carcamo,w35116345,Manzanares
w35116344,Calle Raimundo Carcamo,w1152293230,Calle Raimundo Carcamo
w35116344,Calle Raimundo Carcamo,w35116342,Patricio Ariarte
w35116345,Manzanares,w35116344,Calle Raimundo Carcamo
w35116345,Manzanares,w35116343,Calle Mariano Pacheco
w35116346,Trujillo,w1152293228,Trujillo
w35116346,Trujillo,w35116341,Calle Luis Espejo
w35116347,Avenida Nicolás Arriola,w408467959,Calle Carlos Villarán
w35116347,Avenida Nicolás Arriola,w408468111,Calle Pascual Saco Oliveros
w35116347,Avenida Nicolás Arriola,w35106617,Avenida San Eugenio
w35116347,Avenida Nicolás Arriola,w39683255,Calle Carlos Villarán
w35116347,Avenida Nicolás Arriola,w461635366,Avenida Nicolás Arriola
w35116347,Avenida Nicolás Arriola,w35116338,Avenida Nicolás Arriola
w35116347,Avenida Nicolás Arriola,w35116348,Calle Solidaridad
w35116347,Avenida Nicolás Arriola,w35116349,Calle Solidaridad
w35116348,Calle Solidaridad,w35116347,Avenida Nicolás Arriola
w35116348,Calle Solidaridad,w35106639,Calle Carlos Villarán
w35116348,Calle Solidaridad,w39683255,Calle Carlos Villarán
w35116349,Calle Solidaridad,w35116347,Avenida Nicolás Arriola
w35116349,Calle Solidaridad,w461635366,Avenida Nicolás Arriola
w35116349,Calle Solidaridad,w35106639,Calle Carlos Villarán
w35116349,Calle Solidaridad,w39683255,Calle Carlos Villarán
w35116488,Prolongación Parinacochas,w315233324,Prolongación Parinacochas
w35116488,Prolongación Parinacochas,w315233332,Avenida Canadá
w35116488,Prolongación Parinacochas,w284929186,Prolongación Parinacochas
w35116488,Prolongación Parinacochas,w461591354,Avenida Canadá
w35116488,Prolongación Parinacochas,w408468122,Avenida Canadá
w35116489,Avenida Prolongación Parinacochas,w111945703,Pasaje Hernando de Luque
w35116489,Avenida Prolongación Parinacochas,w284929189,Avenida Jaime Bausate y Meza
w35116489,Avenida Prolongación Parinacochas,w284929201,Avenida 28 de Julio
w35116489,Avenida Prolongación Parinacochas,w284929195,Avenida Bauzate y Meza
w35116489,Avenida Prolongación Parinacochas,w284929203,Avenida Prolongación Parinacochas
w35116490,Coronel Casimiro Negrón,w427821697,Antonio de la Guerra
w35116490,Coronel Casimiro Negrón,w315233332,Avenida Canadá
w35116490,Coronel Casimiro Negrón,w571370499,Nicolas de la Barra
w35116490,Coronel Casimiro Negrón,w621806877,Jirón Los Diamantes
w35116490,Coronel Casimiro Negrón,w35116493,Nicolas de la Barra
w35116491,Calle General Antonio de la Guerra,w315233324,Prolongación Parinacochas
w35116491,Calle General Antonio de la Guerra,w427826836,Antonio de la Guerra
w35116491,Calle General Antonio de la Guerra,w35116495,Calle José Sannoni
w35116491,Calle General Antonio de la Guerra,w1152294034,Calle General Antonio de la Guerra
w35116491,Calle General Antonio de la Guerra,w111904744,Calle 2 de Febrero
w35116491,Calle General Antonio de la Guerra,w461591355,Avenida Santa Catalina
w35116491,Calle General Antonio de la Guerra,w35106622,Avenida Santa Catalina
w35116492,Jose M. Cortez,w427821697,Antonio de la Guerra
w35116492,Jose M. Cortez,w427826836,Antonio de la Guerra
w35116492,Jose M. Cortez,w35139891,Federico Barreto
w35116492,Jose M. Cortez,w35116493,Nicolas de la Barra
w35116492,Jose M. Cortez,w621806883,
w35116492,Jose M. Cortez,w621806885,Jose M. Cortez
w35116493,Nicolas de la Barra,w35116490,Coronel Casimiro Negrón
w35116493,Nicolas de la Barra,w35116492,Jose M. Cortez
w35116493,Nicolas de la Barra,w571370499,Nicolas de la Barra
w35116493,Nicolas de la Barra,w427823642,Santiago Cardenas
w35116495,Calle José Sannoni,w621806889,Calle Federico Barreto
w35116495,Calle José Sannoni,w35116491,Calle General Antonio de la Guerra
w35116495,Calle José Sannoni,w427826840,Calle José Sannoni
w35116495,Calle José Sannoni,w427826839,Calle Federico Barreto
w35116495,Calle José Sannoni,w35116496,Calle Bateria Maipu
w35116496,Calle Bateria Maipu,w35116495,Calle José Sannoni
w35116496,Calle Bateria Maipu,w621806887,Calle Bateria Maipu
w35116498,Calle Federico Barreto,w621806889,Calle Federico Barreto
w35116498,Calle Federico Barreto,w35116503,Marcelino Varela
w35116499,La Merced,w1152294038,La Merced
w35116499,La Merced,w447098039,
w35116499,La Merced,w35139453,Batería Abtao
w35116499,La Merced,w1152294034,Calle General Antonio de la Guerra
w35116499,La Merced,w1152294037,La Merced
w35116500,Calle Bateria Maipu,w1152294038,La Merced
w35116500,Calle Bateria Maipu,w28798397,Avenida Nicolás Arriola
w35116500,Calle Bateria Maipu,w1152294033,Bateria Independencia
w35116500,Calle Bateria Maipu,w427821709,Calle Juan Bujanda
w35116500,Calle Bateria Maipu,w35139458,Avenida Nicolás Arriola
w35116500,Calle Bateria Maipu,w1152014834,Avenida Nicolás Arriola
w35116500,Calle Bateria Maipu,w35116502,Torre Junín
w35116500,Calle Bateria Maipu,w621806887,Calle Bateria Maipu
w35116500,Calle Bateria Maipu,w35116501,Bateria Independencia
w35116501,Bateria Independencia,w427826838,Bateria Independencia
w35116501,Bateria Independencia,w1152294033,Bateria Independencia
w35116501,Bateria Independencia,w35116500,Calle Bateria Maipu
w35116501,Bateria Independencia,w35116502,Torre Junín
w35116502,Torre Junín,w427826838,Bateria Independencia
w35116502,Torre Junín,w35139459,Calle Lamas
w35116502,Torre Junín,w427821711,Calle Lamas
w35116502,Torre Junín,w35116500,Calle Bateria Maipu
w35116502,Torre Junín,w35139463,Calle 2
w35116502,Torre Junín,w35116501,Bateria Independencia
w35116503,Marcelino Varela,w35116498,Calle Federico Barreto
w35116503,Marcelino Varela,w427826841,Calle Juan Bujanda
w35116503,Marcelino Varela,w621806887,Calle Bateria Maipu
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w315233324,Prolongación Parinacochas
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w35139472,Calle Carlos Gutierrez
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w437855391,Vizcardo Guzmán
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w35139450,Calle Carlos Lopez Aldana
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w427826840,Calle José Sannoni
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w427826841,Calle Juan Bujanda
w35116505,Calle Juan Carlos Vizcardo y Guzmán,w332361007,Calle Saposoa
w35139450,Calle Carlos Lopez Aldana,w35116505,Calle Juan Carlos Vizcardo y Guzmán
w35139450,Calle Carlos Lopez Aldana,w332360571,Miguel Dasso
w35139450,Calle Carlos Lopez Aldana,w35139461,Calle Moyobamba
